du,sourcing_unit,product_du,country,month,cases,tonnes
68511594,Batavia,KNR Caldo de Camaron 4 4.4lb,UFS,2025-04,1427.0,11.3922
68511594,Batavia,KNR Caldo de Camaron 4 4.4lb,UFS,2025-05,1246.0,9.9472
68511594,Batavia,KNR Caldo de Camaron 4 4.4lb,UFS,2025-06,1220.0,9.7396
68511594,Batavia,KNR Caldo de Camaron 4 4.4lb,UFS,2025-07,1328.0,10.6018
68511594,Batavia,KNR Caldo de Camaron 4 4.4lb,UFS,2025-08,1224.0,9.7716
68511594,Batavia,KNR Caldo de Camaron 4 4.4lb,UFS,2025-09,1227.0,9.7955
68511594,Batavia,KNR Caldo de Camaron 4 4.4lb,UFS,2025-10,1337.0,10.6737
68511594,Batavia,KNR Caldo de Camaron 4 4.4lb,UFS,2025-11,1727.999999999999,13.7952
68511594,Batavia,KNR Caldo de Camaron 4 4.4lb,UFS,2025-12,1123.0,8.9653
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-01,4625.0,36.9228
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-02,4601.0,36.7312
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-03,5004.0,39.9485
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-04,5128.0,40.9384
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-05,5628.0,44.9301
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-06,5083.0,40.5792
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-07,4800.0,38.3199
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-08,5819.0,46.4549
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-09,6304.0,50.3268
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-10,7729.0,61.703
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-11,7034.999999999995,56.1626
68511595,Batavia,Knorr Caldo de Res 4p 4.4lb,UFS,2025-12,5962.000000000001,47.5965
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-01,18033.0,258.479
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-02,18917.0,271.15
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-03,24327.0,348.6951
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-04,31394.0,449.9911
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-05,18282.0,262.0481
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-06,15321.0,219.6061
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-07,19361.0,277.5141
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-08,21835.0,312.9756
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-09,25693.0,368.2749
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-10,26423.999999999993,378.7528
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-11,23130.59999999998,331.5463
67212772,Lerma,Knorr Caldo de Pollo 4 7.9lb Display,UFS,2025-12,20929.9999999999,300.0036
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-01,8927.0,127.9566
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-02,8316.0,119.1988
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-03,8725.0,125.0612
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-04,9206.0,131.9557
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-05,9405.0,134.8081
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-06,8686.0,124.5022
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-07,7124.0,102.113
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-08,7849.0,112.5049
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-09,9606.0,137.6892
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-10,8798.0,126.1076
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-11,9330.999999999995,133.7474
67212719,Lerma,Knorr Caldo de Pollo 4 7.9lb,UFS,2025-12,7981.000000000001,114.397
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-01,16433.0,131.1897
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-02,15172.0,121.1227
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-03,18359.0,146.5655
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-04,18272.0,145.871
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-05,19119.0,152.6329
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-06,16940.0,135.2372
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-07,19010.0,151.7627
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-08,16329.0,130.3594
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-09,17975.0,143.5
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-10,19777.008822484106,157.8859
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-11,18802.0,150.1022
68374656,Batavia,KNORR CALDO DE POLLO 4 4.4LB,UFS,2025-12,21570.0,172.1999
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-01,2593.0,20.7007
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-02,2431.0,19.4074
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-03,2801.0,22.3612
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-04,3213.0,25.6504
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-05,2632.0,21.0121
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-06,2990.0,23.8701
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-07,2736.0,21.8423
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-08,3079.0,24.5806
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-09,2927.0,23.3671
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-10,3165.0,25.2672
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-11,3094.154652156101,24.7016
68511599,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-12,2786.1546521561017,22.2427
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-01,8442.0,67.3951
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-02,7650.0,61.0723
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-03,9599.0,76.6318
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-04,10065.0,80.352
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-05,9498.0,75.8255
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-06,9007.0,71.9057
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-07,9780.0,78.0767
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-08,8639.0,68.9678
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-09,10600.0,84.6231
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-10,8511.296021235272,67.9483
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-11,10242.000000000002,81.765
68511591,Batavia,KNORR CALDO DE TOMATE 4 4.4lb,UFS,2025-12,9638.000000000004,76.9431
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-02,0.0,0.0
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-03,0.0,0.0
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-04,0.0,0.0
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-05,0.0,0.0
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-06,0.0,0.0
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-07,21.0,0.2625
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-08,61.0,0.7625
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-09,262.0,3.275
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-10,664.9999999999998,8.3125
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-11,652.9999999999999,8.1625
64902462,Batavia,Knorr Caldo DE Tomate CON POLLO 1p 25lb,UFS,2025-12,653.0000000000003,8.1625
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-01,0.0,0.0
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-02,5.0,0.0134
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-03,3.0,0.0081
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-04,3.0,0.0081
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-05,8.0,0.0215
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-06,5.0,0.0134
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-07,3.0,0.0081
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-08,3.0,0.0081
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-09,0.0,0.0
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-10,0.0,0.0
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-11,5.0,0.0134
67153824,Lerma,KNORR LAT CKN GR RDC SOD 12 7.9Z,UI,2025-12,1.0,0.0027
64784931,Indy,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-06,5.0,0.027
64784931,Indy,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-07,2.0,0.0108
64784931,Indy,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-08,2.0,0.0108
64784931,Indy,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-09,0.0,0.0
64784931,Indy,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-10,5.0,0.027
64784931,Indy,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-11,4.0,0.0216
64784931,Indy,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-12,38.0,0.2055
69664935,Lerma,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-01,0.0,0.0
69664935,Lerma,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-02,0.0,0.0
69664935,Lerma,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-03,0.0,0.0
69664935,Lerma,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-04,3.0,0.0162
69664935,Lerma,KNR MEX BOUILLON BEEF 12 15.9Z,UI,2025-05,10.0,0.0541
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-01,3.0,0.0081
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-02,0.0,0.0
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-03,3.0,0.0081
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-04,0.0,0.0
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-05,0.0,0.0
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-06,5.0,0.0134
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-07,0.0,0.0
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-08,2.0,0.0054
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-09,2.0,0.0054
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-10,2.0,0.0054
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-11,0.0,0.0
67552959,Lerma,KNR GRAN BOUILLON SHRIMP 12 7.9OZ,UI,2025-12,2.0,0.0054
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-01,0.0,0.0
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-02,16.0,0.0381
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-03,0.0,0.0
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-04,32.0,0.0762
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-05,0.0,0.0
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-06,0.0,0.0
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-07,48.0,0.1143
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-08,0.0,0.0
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-09,0.0,0.0
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-10,0.0,0.0
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-11,0.0,0.0
67841924,Lerma,KNORR MEX BOUIL CHK 24P 3.5Z,UI,2025-12,66.0,0.1572
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-01,0.0,0.0
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-02,86.0,0.2311
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-03,81.0,0.2177
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-04,88.0,0.2365
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-05,10.0,0.0269
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-06,170.0,0.4569
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-07,0.0,0.0
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-08,66.0,0.1774
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-09,3.0,0.0081
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-10,80.0,0.215
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-11,5.0,0.0134
67821459,Lerma,KNORR MEX BOUIL CHK 12 7.9Z,UI,2025-12,44.0,0.1183
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-01,0.0,0.0
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-02,111.0,0.2983
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-03,1.0,0.0027
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-04,111.0,0.2983
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-05,0.0,0.0
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-06,81.0,0.2177
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-07,132.0,0.3548
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-08,45.0,0.1209
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-09,0.0,0.0
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-10,110.0,0.2956
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-11,0.0,0.0
67212715,Lerma,KN MEX BOUILLON TOM/CHK 12P 7.9Z,UI,2025-12,39.0,0.1048
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-01,0.0,0.0
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-02,28.0,0.0753
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-03,15.0,0.0403
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-04,22.0,0.0591
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-05,5.0,0.0134
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-06,5.0,0.0134
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-07,25.0,0.0672
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-08,13.0,0.0349
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-09,2.0,0.0054
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-10,0.0,0.0
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-11,3.0,0.0081
67212718,Lerma,KNORR MEX BOUILLON BEEF 12 7.9Z,UI,2025-12,97.0,0.2607
69559816,Lerma,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-01,0.0,0.0
69559816,Lerma,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-02,62.0,0.3354
69559816,Lerma,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-03,40.0,0.2164
69559816,Lerma,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-04,73.0,0.3949
69559816,Lerma,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-05,13.0,0.0703
64784933,Indy,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-06,10.0,0.0541
64784933,Indy,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-07,84.0,0.4544
64784933,Indy,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-08,2.0,0.0108
64784933,Indy,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-09,5.0,0.027
64784933,Indy,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-10,38.0,0.2055
64784933,Indy,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-11,3.0,0.0162
64784933,Indy,KNORR MEX BOUILLON CHK 12 15.9Z,UI,2025-12,30.0,0.1623
64784932,Indy,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-06,0.0,0.0
64784932,Indy,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-07,105.0,0.568
64784932,Indy,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-08,35.0,0.1893
64784932,Indy,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-09,0.0,0.0
64784932,Indy,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-10,91.0,0.4922
64784932,Indy,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-11,0.0,0.0
64784932,Indy,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-12,0.0,0.0
64316829,Lerma,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-01,0.0,0.0
64316829,Lerma,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-02,84.0,0.4544
64316829,Lerma,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-03,35.0,0.1893
64316829,Lerma,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-04,98.0,0.5301
64316829,Lerma,KNORR BOUIL TOMATO/CHICKEN 12P 15.9Z,UI,2025-05,0.0,0.0
